dreamy
"['0', '2', '2', '2', '6', '6', '7']",0=0.0,2=0.0,2=0.0,2=0.0,6=0.0,6=-0.25,7=0.0
"['1', '4', '5', '5', '6', '6', '9']",1=0.0,4=-0.25,5=0.0,5=0.0,6=0.0,6=0.0,9=0.0
"['0', '2', '2', '4', '5', '6', '9']",0=0.0,2=0.0,2=0.0,4=0.0,5=0.0,6=0.0,9=0.0
"['0', '2', '3', '4', '5', '6', '9']",0=0.0,2=0.5,3=0.0,4=0.0,5=0.0,6=0.0,9=0.0
"['0', '0', '0', '2', '6', '9', '9']",0=0.0,0=-0.25,0=0.0,2=0.0,6=-0.25,9=0.0,9=0.0
"['0', '1', '2', '5', '7', '9', '9']",0=0.0,1=0.0,2=-0.25,5=0.0,7=0.0,9=0.0,9=0.0
"['0', '2', '5', '7', '9', '9', '9']",0=0.0,2=0.0,5=0.0,7=0.0,9=0.0,9=0.0,9=0.0
"['1', '1', '1', '4', '4', '4', '6']",1=0.5,1=0.0,1=0.0,4=0.0,4=0.0,4=0.0,6=0.0
"['1', '1', '1', '3', '4', '4', '6']",1=0.0,1=0.0,1=0.0,3=0.0,4=0.0,4=-0.25,6=0.0
"['0', '1', '2', '3', '6', '7', '7']",0=0.0,1=0.0,2=0.0,3=0.0,6=0.0,7=0.0,7=0.0
"['0', '5', '6', '6', '7', '8', '9']",0=0.0,5=0.0,6=0.0,6=0.0,7=0.0,8=0.0,9=0.0
"['0', '1', '4', '5', '6', '7', '8']",0=0.0,1=0.0,4=0.0,5=0.0,6=0.0,7=0.0,8=0.0
"['0', '0', '5', '6', '7', '7', '9']",0=0.0,0=0.0,5=0.0,6=0.0,7=0.5,7=0.0,9=0.0
"['0', '1', '5', '6', '6', '7', '9']",0=0.0,1=0.0,5=0.0,6=0.0,6=0.0,7=0.0,9=0.0
"['1', '4', '6', '6', '6', '9', '9']",1=0.0,4=-0.25,6=0.0,6=0.0,6=0.0,9=0.0,9=0.0
"['5', '6', '6', '9', '9', '9', '9']",5=0.0,6=0.0,6=0.0,9=-0.25,9=0.0,9=0.0,9=0.0
"['0', '2', '2', '5', '7', '9', '9']",0=0.5,2=0.0,2=0.0,5=0.0,7=0.0,9=0.0,9=0.0
"['0', '2', '2', '5', '5', '7', '9']",0=0.0,2=0.0,2=0.0,5=0.0,5=0.0,7=0.5,9=0.0
"['2', '2', '4', '4', '5', '7', '9']",2=0.0,2=0.0,4=-0.25,4=0.0,5=0.0,7=0.0,9=0.0
"['2', '2', '4', '4', '7', '7', '9']",2=0.0,2=0.0,4=-0.25,4=0.0,7=0.0,7=0.0,9=0.0
"['0', '2', '2', '4', '4', '5', '9']",0=0.0,2=0.0,2=0.0,4=0.0,4=0.0,5=0.0,9=-0.25
"['3', '4', '5', '6', '7', '9', '9']",3=-0.25,4=0.0,5=0.0,6=0.0,7=0.0,9=0.0,9=0.0
"['0', '1', '2', '3', '5', '6', '7']",0=0.0,1=-0.25,2=0.0,3=0.0,5=0.0,6=0.0,7=0.0
"['0', '0', '1', '2', '2', '2', '9']",0=0.0,0=0.0,1=0.0,2=0.0,2=0.0,2=0.0,9=0.0
"['0', '0', '1', '2', '5', '6', '9']",0=0.0,0=0.0,1=0.0,2=0.0,5=-0.25,6=0.0,9=0.0
"['2', '3', '3', '5', '6', '6', '9']",2=0.0,3=0.0,3=0.0,5=0.0,6=0.0,6=0.0,9=0.0
"['2', '3', '4', '5', '6', '6', '9']",2=0.5,3=0.0,4=0.0,5=0.0,6=0.0,6=0.0,9=0.0
"['0', '3', '4', '5', '6', '9', '9']",0=0.0,3=-0.25,4=0.0,5=0.0,6=0.0,9=0.0,9=0.0
"['1', '2', '4', '5', '6', '8', '9']",1=0.0,2=0.0,4=0.0,5=0.0,6=-0.25,8=0.0,9=0.0
"['0', '2', '4', '4', '7', '7', '8']",0=0.0,2=0.0,4=0.0,4=0.0,7=0.0,7=0.0,8=0.0
"['0', '2', '4', '7', '7', '7', '8']",0=0.0,2=0.0,4=0.0,7=0.0,7=0.0,7=0.0,8=0.0
"['0', '1', '2', '2', '4', '5', '8']",0=0.0,1=0.0,2=0.0,2=0.0,4=0.0,5=-0.25,8=0.0
"['0', '2', '5', '6', '7', '8', '9']",0=0.0,2=0.0,5=0.0,6=0.0,7=0.0,8=-0.25,9=0.0
"['0', '2', '3', '5', '5', '7', '8']",0=0.0,2=0.0,3=0.0,5=0.0,5=0.0,7=-0.25,8=0.0
"['0', '0', '2', '3', '5', '5', '7']",0=0.0,0=-0.25,2=0.0,3=0.0,5=0.0,5=0.0,7=0.0
"['0', '0', '5', '7', '7', '9', '9']",0=0.0,0=0.0,5=0.0,7=0.0,7=0.0,9=0.0,9=0.0
"['0', '0', '0', '0', '4', '9', '9']",0=0.0,0=0.0,0=0.0,0=-0.25,4=0.0,9=0.0,9=0.0
"['0', '0', '0', '0', '1', '9', '9']",0=0.0,0=0.0,0=0.0,0=0.0,1=0.0,9=0.0,9=0.0
"['0', '2', '3', '5', '6', '8', '9']",0=0.0,2=0.0,3=0.0,5=-0.25,6=0.0,8=0.0,9=0.0
"['0', '2', '3', '4', '4', '5', '8']",0=0.0,2=0.5,3=0.0,4=0.0,4=0.0,5=0.0,8=0.0
"['0', '3', '5', '5', '7', '8', '9']",0=0.5,3=0.0,5=0.0,5=0.0,7=0.0,8=0.0,9=0.0
"['0', '0', '0', '5', '5', '5', '9']",0=0.0,0=0.0,0=0.0,5=0.0,5=0.0,5=0.0,9=-0.25
"['0', '2', '2', '4', '6', '9', '9']",0=0.5,2=0.0,2=0.0,4=0.0,6=0.0,9=0.0,9=0.0
"['0', '2', '6', '6', '6', '6', '9']",0=0.0,2=0.0,6=0.0,6=0.5,6=0.0,6=0.0,9=0.0
"['0', '0', '1', '4', '4', '6', '7']",0=0.0,0=0.0,1=0.0,4=0.0,4=-0.25,6=0.0,7=0.0
"['0', '1', '3', '6', '6', '7', '7']",0=0.0,1=0.0,3=0.0,6=0.0,6=0.0,7=0.0,7=0.0
"['0', '0', '1', '2', '4', '8', '8']",0=0.0,0=0.0,1=0.0,2=0.0,4=0.0,8=0.0,8=0.0
"['0', '0', '1', '5', '8', '8', '8']",0=0.0,0=0.0,1=0.0,5=0.0,8=0.0,8=0.0,8=0.0
"['0', '1', '2', '4', '4', '5', '8']",0=0.0,1=0.0,2=0.0,4=0.0,4=0.0,5=0.0,8=-0.25
"['1', '2', '4', '5', '8', '8', '9']",1=0.0,2=-0.25,4=0.0,5=0.0,8=0.0,8=0.0,9=0.0
"['0', '2', '4', '5', '6', '7', '8']",0=0.0,2=-0.25,4=0.0,5=0.0,6=0.0,7=0.0,8=0.0
"['0', '2', '4', '5', '5', '7', '9']",0=0.0,2=0.0,4=0.0,5=0.0,5=-0.25,7=0.0,9=0.0
"['1', '2', '3', '3', '6', '7', '8']",1=0.0,2=0.0,3=0.0,3=0.0,6=0.0,7=0.0,8=0.5
"['0', '1', '2', '3', '6', '7', '9']",0=0.0,1=0.0,2=0.0,3=0.0,6=0.0,7=0.0,9=0.0
"['0', '1', '2', '2', '3', '7', '9']",0=0.0,1=0.0,2=0.0,2=0.0,3=0.0,7=0.0,9=0.0
"['0', '1', '2', '4', '6', '9', '9']",0=0.0,1=0.0,2=0.0,4=0.0,6=0.0,9=-0.25,9=0.0
"['1', '1', '3', '6', '7', '9', '9']",1=0.0,1=0.0,3=0.0,6=0.0,7=0.0,9=-0.25,9=0.0
"['0', '0', '0', '2', '5', '6', '9']",0=0.0,0=0.0,0=0.5,2=0.0,5=0.0,6=0.0,9=0.0
"['0', '1', '2', '3', '5', '6', '8']",0=0.0,1=0.0,2=0.0,3=-0.25,5=0.0,6=0.0,8=0.0
"['0', '0', '2', '4', '5', '6', '7']",0=0.0,0=0.0,2=0.0,4=0.0,5=0.0,6=0.0,7=0.0
"['0', '0', '2', '2', '4', '5', '7']",0=0.0,0=0.0,2=0.0,2=0.0,4=0.0,5=0.0,7=0.0
"['0', '4', '4', '5', '5', '9', '9']",0=0.5,4=0.0,4=0.0,5=0.0,5=0.0,9=0.0,9=0.0
"['0', '0', '2', '4', '6', '8', '9']",0=0.0,0=0.0,2=0.0,4=0.0,6=0.0,8=-0.25,9=0.0
"['0', '0', '0', '3', '4', '8', '9']",0=0.0,0=0.0,0=0.0,3=0.0,4=0.0,8=0.0,9=-0.25
"['0', '0', '3', '4', '8', '8', '9']",0=0.0,0=0.0,3=0.0,4=0.0,8=0.0,8=0.5,9=0.0
"['0', '0', '1', '4', '8', '9', '9']",0=0.0,0=0.0,1=0.0,4=0.0,8=0.0,9=0.0,9=0.0
"['0', '0', '1', '6', '8', '9', '9']",0=0.0,0=-0.25,1=0.0,6=0.0,8=0.0,9=0.0,9=0.0
"['0', '1', '6', '7', '8', '8', '9']",0=0.0,1=0.0,6=0.0,7=0.0,8=0.0,8=0.0,9=0.0
"['1', '2', '6', '7', '7', '8', '9']",1=0.5,2=0.0,6=0.0,7=0.0,7=0.0,8=0.0,9=0.0
"['1', '2', '4', '5', '6', '7', '8']",1=0.0,2=0.0,4=0.0,5=0.0,6=0.0,7=0.0,8=0.0
"['2', '6', '6', '6', '6', '8', '9']",2=0.0,6=-0.25,6=0.0,6=0.0,6=0.0,8=0.0,9=0.0
"['2', '2', '6', '6', '6', '8', '9']",2=-0.25,2=0.0,6=0.0,6=0.0,6=0.0,8=0.0,9=0.0
"['2', '2', '6', '6', '8', '9', '9']",2=0.0,2=-0.25,6=0.0,6=0.0,8=0.0,9=0.0,9=0.0
"['1', '2', '3', '6', '8', '9', '9']",1=0.0,2=0.0,3=0.0,6=0.0,8=0.0,9=0.0,9=0.5
"['0', '1', '3', '4', '8', '9', '9']",0=-0.25,1=0.0,3=0.0,4=0.0,8=0.0,9=0.0,9=0.0
"['0', '1', '4', '6', '6', '7', '7']",0=0.0,1=0.0,4=-0.25,6=0.0,6=0.0,7=0.0,7=0.0
"['0', '1', '4', '6', '7', '7', '7']",0=0.0,1=0.0,4=-0.375,6=0.0,7=0.0,7=0.0,7=0.0
"['0', '0', '2', '5', '5', '7', '9']",0=0.5,0=0.0,2=0.0,5=0.0,5=0.0,7=0.0,9=0.0
"['1', '1', '4', '7', '9', '9', '9']",1=0.0,1=0.0,4=0.0,7=0.0,9=0.0,9=0.0,9=0.0
"['0', '1', '4', '7', '8', '9', '9']",0=0.0,1=-0.25,4=0.0,7=0.0,8=0.0,9=0.0,9=0.0
"['5', '5', '6', '6', '7', '8', '8']",5=0.0,5=0.0,6=0.0,6=0.0,7=0.0,8=0.0,8=0.0
"['1', '2', '4', '4', '6', '6', '6']",1=0.0,2=0.0,4=0.0,4=0.0,6=0.0,6=0.0,6=0.0
"['0', '0', '0', '2', '3', '5', '7']",0=0.0,0=0.0,0=0.0,2=0.0,3=0.0,5=0.0,7=0.0
"['0', '0', '1', '2', '6', '7', '9']",0=0.0,0=0.0,1=0.0,2=0.0,6=-0.25,7=0.0,9=0.0
"['0', '5', '5', '6', '7', '8', '9']",0=0.5,5=0.0,5=0.0,6=0.0,7=0.0,8=0.0,9=0.0
"['0', '5', '5', '6', '6', '8', '9']",0=0.0,5=0.0,5=0.0,6=0.0,6=0.0,8=-0.25,9=0.0
"['1', '1', '2', '5', '6', '7', '8']",1=0.0,1=0.0,2=0.0,5=0.0,6=0.0,7=0.0,8=-0.25
"['0', '0', '1', '6', '6', '6', '9']",0=-0.25,0=0.0,1=0.0,6=0.0,6=0.0,6=0.0,9=0.0
"['0', '0', '6', '6', '6', '7', '9']",0=0.0,0=0.0,6=0.0,6=0.0,6=0.0,7=0.0,9=-0.25
"['1', '1', '6', '7', '7', '9', '9']",1=0.0,1=0.0,6=0.0,7=0.0,7=0.0,9=0.0,9=0.5
"['0', '1', '1', '6', '7', '7', '9']",0=0.0,1=0.5,1=0.0,6=0.0,7=0.0,7=0.0,9=0.0
"['1', '1', '6', '6', '7', '7', '9']",1=0.0,1=0.0,6=0.0,6=0.0,7=0.0,7=0.0,9=0.0
"['1', '2', '5', '6', '6', '7', '8']",1=0.0,2=-0.25,5=0.0,6=0.0,6=0.0,7=0.0,8=0.0
"['2', '2', '3', '5', '6', '7', '7']",2=-0.25,2=0.0,3=0.0,5=0.0,6=0.0,7=0.0,7=0.0
"['2', '3', '4', '6', '6', '7', '9']",2=0.0,3=0.0,4=0.0,6=0.0,6=0.0,7=0.0,9=0.5
"['1', '2', '3', '4', '6', '6', '9']",1=0.0,2=0.0,3=0.0,4=0.0,6=0.0,6=0.0,9=0.0
"['0', '0', '1', '3', '4', '6', '6']",0=0.0,0=0.0,1=0.0,3=0.0,4=0.0,6=0.0,6=0.0
"['0', '0', '5', '6', '6', '9', '9']",0=0.0,0=0.0,5=0.0,6=0.5,6=0.0,9=0.0,9=0.0
"['0', '0', '1', '1', '6', '7', '9']",0=0.0,0=-0.25,1=0.0,1=0.0,6=0.0,7=0.0,9=0.0
"['0', '2', '5', '6', '7', '9', '9']",0=0.0,2=0.0,5=0.0,6=-0.25,7=0.5,9=0.0,9=0.0
"['0', '0', '1', '2', '2', '3', '7']",0=0.0,0=-0.25,1=0.5,2=0.0,2=0.0,3=0.0,7=0.0
"['0', '0', '1', '2', '3', '7', '8']",0=0.0,0=0.0,1=0.0,2=-0.25,3=0.0,7=0.0,8=0.0
"['0', '0', '1', '2', '2', '3', '9']",0=0.0,0=0.0,1=0.0,2=0.0,2=-0.25,3=0.0,9=0.0
"['0', '0', '1', '2', '3', '4', '5']",0=0.0,0=0.0,1=0.0,2=0.0,3=0.0,4=0.0,5=0.0
"['0', '0', '3', '4', '4', '6', '8']",0=0.0,0=-0.25,3=0.0,4=0.0,4=0.0,6=0.0,8=0.0
"['0', '0', '0', '4', '4', '4', '6']",0=0.0,0=0.0,0=0.0,4=0.0,4=0.0,4=0.0,6=0.0
"['0', '0', '1', '4', '7', '7', '9']",0=-0.25,0=0.0,1=0.0,4=0.0,7=0.0,7=0.0,9=0.0
"['2', '4', '4', '8', '8', '9', '9']",2=0.0,4=0.0,4=0.0,8=0.0,8=0.0,9=0.0,9=0.5
"['0', '2', '6', '6', '7', '8', '8']",0=0.0,2=-0.25,6=0.0,6=0.0,7=0.0,8=0.0,8=0.0
"['0', '4', '5', '6', '8', '8', '8']",0=0.0,4=0.0,5=0.0,6=0.0,8=-0.25,8=0.0,8=0.0
4
"['0', '2', '2', '4', '5', '5', '9']",0=0.0,2=0.0,2=-0.25,4=0.0,5=0.0,5=0.0,9=0.0
"['2', '2', '3', '4', '5', '5', '8']",2=0.0,2=-0.25,3=0.0,4=0.0,5=0.0,5=0.0,8=0.0
"['0', '1', '2', '5', '8', '8', '8']",0=0.0,1=-0.25,2=0.0,5=0.0,8=0.0,8=0.0,8=0.0
"['0', '0', '0', '0', '1', '4', '8']",0=0.0,0=0.0,0=0.0,0=0.0,1=0.0,4=-0.25,8=0.0
"['1', '4', '5', '6', '7', '7', '9']",1=0.0,4=-0.25,5=0.0,6=0.0,7=0.0,7=0.0,9=0.0
"['0', '0', '1', '2', '4', '6', '6']",0=0.0,0=0.0,1=0.0,2=0.0,4=0.0,6=0.0,6=0.0
"['0', '0', '0', '0', '1', '6', '9']",0=0.0,0=0.0,0=0.0,0=0.0,1=0.0,6=0.0,9=0.0
"['0', '1', '5', '6', '7', '7', '9']",0=0.0,1=0.0,5=0.0,6=0.0,7=0.0,7=-0.25,9=0.0
"['0', '1', '1', '5', '6', '7', '9']",0=0.0,1=0.0,1=0.0,5=0.0,6=0.0,7=-0.25,9=0.0
"['1', '3', '4', '5', '6', '6', '9']",1=-0.25,3=0.0,4=0.0,5=0.0,6=0.0,6=0.0,9=0.0
"['0', '0', '3', '4', '5', '6', '6']",0=0.0,0=0.0,3=0.0,4=0.0,5=0.5,6=0.0,6=0.0
"['0', '2', '2', '3', '4', '5', '9']",0=0.0,2=0.0,2=0.0,3=0.0,4=0.5,5=0.0,9=0.0
"['0', '2', '2', '3', '4', '5', '7']",0=0.0,2=0.0,2=0.0,3=0.0,4=0.0,5=0.0,7=0.0
"['0', '0', '0', '2', '5', '6', '9']",0=0.0,0=0.0,0=0.0,2=0.0,5=0.0,6=0.0,9=-0.25
"['0', '0', '1', '2', '5', '6', '9']",0=0.0,0=0.0,1=0.0,2=0.5,5=0.0,6=0.0,9=0.0
"['0', '2', '2', '2', '4', '6', '9']",0=0.0,2=0.5,2=0.0,2=0.0,4=0.0,6=0.0,9=0.0
"['0', '2', '4', '5', '6', '7', '8']",0=0.0,2=0.0,4=0.0,5=0.0,6=0.0,7=0.0,8=-0.25
"['0', '1', '2', '4', '9', '9', '9']",0=0.0,1=0.0,2=0.0,4=0.0,9=0.0,9=0.0,9=0.0
"['0', '0', '0', '6', '7', '9', '9']",0=0.0,0=0.0,0=0.0,6=0.5,7=0.0,9=0.0,9=0.0
"['0', '0', '1', '2', '9', '9', '9']",0=0.0,0=0.0,1=0.0,2=0.5,9=0.0,9=0.0,9=0.0
"['2', '2', '2', '5', '7', '8', '9']",2=0.0,2=0.0,2=-0.25,5=0.0,7=0.0,8=0.0,9=0.0
"['2', '2', '5', '5', '7', '8', '9']",2=0.0,2=0.0,5=0.0,5=0.0,7=0.0,8=0.0,9=0.0
"['3', '4', '4', '7', '7', '7', '9']",3=0.0,4=0.0,4=-0.25,7=0.0,7=0.0,7=0.0,9=0.0
"['0', '3', '6', '6', '6', '8', '9']",0=0.0,3=0.0,6=0.0,6=-0.25,6=0.0,8=0.0,9=0.0
"['0', '0', '0', '5', '6', '8', '9']",0=0.0,0=0.0,0=0.0,5=0.0,6=0.0,8=0.0,9=0.0
"['1', '1', '2', '6', '6', '7', '9']",1=0.0,1=0.0,2=0.0,6=-0.25,6=0.0,7=0.0,9=0.0
"['0', '0', '1', '2', '2', '5', '9']",0=0.0,0=0.0,1=0.0,2=0.0,2=-0.25,5=0.0,9=0.0
"['0', '1', '1', '3', '4', '5', '6']",0=0.0,1=0.0,1=0.0,3=0.5,4=0.0,5=0.0,6=0.0
"['0', '0', '1', '1', '3', '5', '9']",0=-0.25,0=0.0,1=0.0,1=0.0,3=0.0,5=0.0,9=0.0
"['0', '0', '0', '3', '4', '6', '7']",0=0.0,0=0.0,0=0.0,3=0.0,4=0.5,6=0.0,7=0.0
"['1', '2', '3', '5', '6', '6', '9']",1=0.0,2=0.0,3=0.0,5=0.0,6=0.0,6=0.0,9=0.5
"['2', '4', '5', '5', '6', '6', '9']",2=0.0,4=-0.25,5=0.0,5=0.0,6=0.0,6=0.0,9=0.0
"['0', '2', '2', '4', '5', '6', '9']",0=0.0,2=0.0,2=0.0,4=0.5,5=0.0,6=0.0,9=0.0
"['2', '2', '5', '7', '9', '9', '9']",2=0.0,2=0.0,5=0.0,7=0.0,9=-0.25,9=0.0,9=0.0
"['1', '1', '1', '4', '4', '6', '7']",1=0.0,1=0.0,1=-0.25,4=0.0,4=0.0,6=0.0,7=0.0
"['0', '0', '1', '1', '6', '6', '9']",0=0.0,0=0.0,1=0.0,1=-0.25,6=0.0,6=0.0,9=0.0
"['0', '1', '2', '3', '6', '7', '7']",0=0.0,1=0.0,2=0.0,3=0.0,6=0.0,7=-0.25,7=0.0
"['0', '1', '4', '5', '7', '7', '7']",0=0.0,1=0.0,4=0.0,5=0.0,7=0.0,7=0.0,7=0.0
"['0', '1', '5', '6', '6', '7', '9']",0=0.0,1=0.0,5=0.0,6=-0.25,6=0.0,7=0.0,9=0.0
"['1', '1', '2', '2', '4', '6', '7']",1=0.0,1=0.0,2=0.0,2=0.0,4=0.0,6=0.5,7=0.0
"['1', '1', '1', '6', '6', '7', '9']",1=0.0,1=0.0,1=0.0,6=0.5,6=0.0,7=0.0,9=0.0
"['2', '2', '4', '5', '6', '6', '9']",2=0.0,2=0.0,4=0.0,5=0.0,6=0.0,6=0.0,9=-0.25
"['2', '2', '4', '4', '5', '9', '9']",2=0.0,2=0.0,4=-0.25,4=0.0,5=0.0,9=0.0,9=0.0
"['0', '2', '4', '4', '6', '9', '9']",0=0.0,2=-0.25,4=0.0,4=0.0,6=0.0,9=0.0,9=0.0
"['2', '4', '4', '6', '6', '6', '8']",2=0.0,4=0.0,4=0.0,6=0.0,6=-0.25,6=0.0,8=0.0
"['2', '4', '4', '5', '6', '8', '9']",2=-0.25,4=0.0,4=0.0,5=0.0,6=0.0,8=0.0,9=0.0
"['0', '1', '1', '2', '2', '6', '8']",0=0.0,1=0.0,1=-0.25,2=0.0,2=0.0,6=0.0,8=0.0
"['0', '1', '2', '2', '5', '8', '9']",0=0.0,1=0.0,2=0.0,2=0.0,5=0.0,8=0.0,9=0.0
"['0', '0', '1', '2', '2', '2', '5']",0=0.0,0=0.0,1=0.0,2=0.0,2=0.0,2=0.0,5=0.0
